Categoria,Fundo,Fundo_norm,Data Inicio,Cota (R$),Variacao Dia (%),Acum. Mes (%),Acum. Ano (%),Acum. 12M (%),PL (milhoes R$),Perfil,Perfis,URL,CNPJ,codfundo,Perfil de Risco,Taxa Adm (%),Aplicacao Minima (R$),Conversao Resgate,Pagamento Resgate,doc_lamina,doc_regulamento,doc_inf_comp,doc_comunicado,doc_carta
MULTIMERCADO,CAIXA FIF INDEXA OURO MULTIMERCADO LP RESP LTDA,CAIXA FIF INDEXA OURO MULTIMERCADO LP RESP LTDA,15/02/2013,"4,64191300","-1,142","-3,12","4,47","41,82","624,426",PF,PF | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-ouro-multimercado-longo-prazo,16.916.060/0001-99,5902,Moderado,0.8,0.01,D+1 (du),D+02 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5902.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5902.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5902.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5902.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5902.pdf
MULTIMERCADO,CAIXA FIC FIF FOF SMART MULTIESTRATEGIA MM RESP LTDA,CAIXA FIC FIF FOF SMART MULTIESTRATEGIA MM RESP LTDA,09/06/2014,"2,85255900","-0,278","0,00","2,13","10,52","75,658",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-multigestor,18.007.710/0001-09,5954,Moderado,1.5,0.01,D+24 (du),D+26 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5954.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5954.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5954.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5954.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5954.pdf
MULTIMERCADO,CAIXA FIC FIF HEDGE MULTIMERCADO LONGO PRAZO RESP LTDA,CAIXA FIC FIF HEDGE MULTIMERCADO LONGO PRAZO RESP LTDA,26/10/2020,"1.662,22720900","0,336","2,59","5,50","11,74","29,455",PF,GOV | PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-hedge-multimercado-lp/Paginas/default.aspx,30.068.135/0001-50,6399,Moderado,1.0,0.01,D+1 (du),D+01 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6399.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6399.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6399.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6399.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6399.pdf
MULTIMERCADO,CAIXA FIF INDEXA BOLSA AMERICANA MM LP RESP LTDA,CAIXA FIF INDEXA BOLSA AMERICANA MM LP RESP LTDA,16/10/2018,"3,79685400","0,090","4,92","12,87","38,62","2.377,702",PF,GOV | PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-bolsa-americana-multimercado-lp,30.036.235/0001-02,6999,Moderado,0.8,0.01,D+0 (du),D+01 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6999.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6999.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6999.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6999.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6999.pdf
MULTIMERCADO,CAIXA FIC FIF JUROS E MOEDAS MM PLUS LP RESP LTDA,CAIXA FIC FIF JUROS E MOEDAS MM PLUS LP RESP LTDA,05/03/2018,"1,90309100","0,043","0,85","4,68","12,93","21,929",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-juros-e-moedas-multimercado-plus-lp/,29.157.485/0001-03,6353,Moderado,1.0,0.01,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6353.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6353.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6353.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6353.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6353.pdf
MULTIMERCADO,CAIXA FIC FIF FUNCIONARIOS ESTRATEGIA LIVRE MULTIMERCADO LP RESP LTDA,CAIXA FIC FIF FUNCIONARIOS ESTRATEGIA LIVRE MULTIMERCADO LP RESP LTDA,06/07/2020,"1.658,50876800","-0,003","0,17","4,87","14,24","14,865",PF,PF,,35.536.472/0001-48,6479,Moderado,0.6,0.01,D+13 (du),D+15 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6479.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6479.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6479.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6479.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6479.pdf
MULTIMERCADO,CAIXA HASHDEX NASDAQ CRYPTO INDEX FIC FIF MM RESP LTDA,CAIXA HASHDEX NASDAQ CRYPTO INDEX FIC FIF MM RESP LTDA,07/10/2025,"0,53812850","-0,008","-0,80","-25,47","0,00","3,934",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-hashdex-nasdaq-crypto-fic-fif-mm,62.769.135/0001-73,7980,Agressivo,0.7,100.0,D+3 (du),D+08 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7980.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7980.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7980.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_7980.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7980.pdf
MULTIMERCADO,CAIXA CAPITAL PROTEGIDO IBOVESPA CÍCLICO I FIC FIF MM,CAIXA CAPITAL PROTEGIDO IBOVESPA CICLICO I FIC FIF MM,08/11/2011,"3,25667400","-0,005","1,21","2,21","8,06","155,178",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-capital-protegido-ibovespa-ciclico-1-multimercado,14.239.659/0001-00,5475,Conservador,1.6,5000.0,D+1 (du),D+03 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5475.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5475.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5475.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5475.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5475.pdf
MULTIMERCADO,CAIXA CAPITAL PROTEGIDO CÍCLICO III FIC FIF MM LP - RESP LTDA,CAIXA CAPITAL PROTEGIDO CICLICO III FIC FIF MM LP - RESP LTDA,10/01/2022,"1,54589900","-0,004","0,80","3,53","20,28","14,632",PF,PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-capital-protegido-ciclico-iii-multimercado-lp/Paginas/default.aspx,44.683.343/0001-73,6608,Conservador,0.9,5000.0,D+0 (du),D+02 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6608.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6608.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6608.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6608.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6608.pdf
MULTIMERCADO,CAIXA FIC FIF CAPITAL PROTEGIDO CESTA AGRO MM,CAIXA FIC FIF CAPITAL PROTEGIDO CESTA AGRO MM,04/07/2022,"1,38067900","-0,003","-1,21","1,80","8,00","70,870",PF,GOV | PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa_fic_fim_cap_protegido_cesta_agro/Paginas/default.aspx,42.229.068/0001-97,6621,Conservador,0.9,5000.0,D+0 (du),D+02 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6621.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6621.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6621.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6621.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6621.pdf
MULTIMERCADO,CAIXA FIC FIM CAPITAL PROTEGIDO CICLICO II LP - RL,CAIXA FIC FIM CAPITAL PROTEGIDO CICLICO II LP - RL,18/07/2022,"1,48736200","-0,003","2,55","2,85","15,55","192,942",PF,GOV | PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-fim-cap-protegido-ciclico-ii,45.443.651/0001-94,6623,Conservador,0.9,5000.0,D+0 (du),D+02 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6623.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6623.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6623.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6623.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6623.pdf
MULTIMERCADO,CAIXA FIC FIF EXPERT SPX NIMITZ MULTIMERCADO RESP LTDA,CAIXA FIC FIF EXPERT SPX NIMITZ MULTIMERCADO RESP LTDA,04/05/2020,"1,77711100","-0,001","1,00","0,59","9,64","176,384",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-caixa-expert-spxmm/Paginas/default.aspx,34.660.453/0001-66,6475,Moderado,2.0,10000.0,D+22 (du),D+24 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6475.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6475.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6475.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6475.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6475.pdf
MULTIMERCADO,CAIXA FIC FIF ALOCAÇÃO MACRO MM LONGO PRAZO RESP LTDA,CAIXA FIC FIF ALOCACAO MACRO MM LONGO PRAZO RESP LTDA,01/02/2007,"5,61030600","0,039","0,61","5,29","14,64","902,733",PF,PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-alocacao-macro-multimercado-longo-prazo/,08.070.841/0001-87,5492,Moderado,0.5,10000.0,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5492.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5492.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5492.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5492.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5492.pdf
MULTIMERCADO,CAIXA FIC FIF JUROS E MOEDAS MM LP RESP LTDA,CAIXA FIC FIF JUROS E MOEDAS MM LP RESP LTDA,28/06/2012,"3,64656700","0,045","0,88","4,84","13,34","747,368",PF,PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-juros-moedas-multimercado-longo-prazo,14.120.520/0001-42,5582,Moderado,0.7,10000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5582.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5582.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5582.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5582.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5582.pdf
MULTIMERCADO,FIC FIF CAIXA EXPERT BTG PACTUAL X10 MM LP RESP LTDA,FIC FIF CAIXA EXPERT BTG PACTUAL X10 MM LP RESP LTDA,21/03/2013,"6,81637700","-0,003","0,56","5,98","16,54","129,925",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/btg-pactual-x10-multimercado-longo-prazo/,17.433.039/0001-03,5911,Moderado,1.0,10000.0,D+8 (du),D+10 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5911.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5911.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5911.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5911.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5911.pdf
MULTIMERCADO,CAIXA FIC FIF EXPERT PIMCO INCOME IE MM LP RESP LTDA,CAIXA FIC FIF EXPERT PIMCO INCOME IE MM LP RESP LTDA,21/08/2023,"1,41991200","-0,003","0,81","3,06","16,68","280,907",PF,PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-expert-pimco-income-ie-fic-multimercado/Paginas/default.aspx,51.659.921/0001-00,7875,Arrojado,0.93,10000.0,D+3 (du),D+08 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7875.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7875.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7875.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7875.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7875.pdf
MULTIMERCADO,CAIXA EXPERT GIANT ZARATHUSTRA FIC MULTIMERCADO - RESP LTDA,CAIXA EXPERT GIANT ZARATHUSTRA FIC MULTIMERCADO - RESP LTDA,12/02/2021,"1,32082100","-0,002","0,88","2,90","2,31","13,358",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/expert-giant-zarathustra-fic-multimercado,40.209.061/0001-88,6535,Moderado,0.4,10000.0,D+22 (du),D+25 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6535.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6535.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6535.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6535.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6535.pdf
CAMBIAL,CAIXA FIC FIF INDEXA DOLAR CAMBIAL RESP LTDA,CAIXA FIC FIF INDEXA DOLAR CAMBIAL RESP LTDA,27/06/2005,"3,76861800","0,559","2,28","-6,25","-6,13","97,109",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/cambiais/fic-cambial-dolar/Paginas/default.aspx,05.114.733/0001-70,5403,Moderado,0.8,0.01,D+1 (du),D+01 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5403.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5403.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5403.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5403.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5403.pdf
ACOES,CAIXA FIF AÇÕES DIVIDENDOS RESP LTDA,CAIXA FIF ACOES DIVIDENDOS RESP LTDA,03/10/2003,"6,71695800","-0,230","-6,08","5,90","19,96","344,965",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-dividendos,05.900.798/0001-41,5390,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5390.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5390.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5390.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5390.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5390.pdf
ACOES,CAIXA FIC FIF AÇÕES E-FUNDOS IBOVESPA RESP LTDA,CAIXA FIC FIF ACOES E-FUNDOS IBOVESPA RESP LTDA,05/10/2012,"2,61349600","-0,461","-6,05","8,62","24,86","13,583",PF,GOV | PF | PJ,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-brasil-etf-bovespa/Paginas/default.aspx,01.525.057/0001-77,53,Arrojado,2.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0053.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0053.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0053.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_0053.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_53.pdf
ACOES,CAIXA ATENA FIC FIF AÇÕES FUNCIONÁRIOS LIVRE QUANT RESP LTDA,CAIXA ATENA FIC FIF ACOES FUNCIONARIOS LIVRE QUANT RESP LTDA,06/07/2020,"1.954,16075200","-0,199","-6,04","-1,56","13,75","10,437",PF,PF,,35.536.497/0001-41,6478,Arrojado,0.8,0.01,D+13 (du),D+15 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6478.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6478.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6478.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6478.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6478.pdf
ACOES,CAIXA FIF AÇÕES BDR NÍVEL I RESP LTDA,CAIXA FIF ACOES BDR NIVEL I RESP LTDA,24/06/2013,"10,17538000","0,918","8,00","2,76","22,42","280,963",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-bdr-nivel-1,17.503.172/0001-80,5928,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5928.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5928.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5928.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5928.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5928.pdf
ACOES,CAIXA FIF AÇÕES SMALL CAPS ATIVO RESP LTDA,CAIXA FIF ACOES SMALL CAPS ATIVO RESP LTDA,01/11/2012,"1,48407900","-0,607","-3,06","-2,64","1,83","450,467",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-small-caps-ativo,15.154.220/0001-47,5841,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5841.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5841.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5841.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5841.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5841.pdf
ACOES,CAIXA FIF AÇÕES CONSUMO RESP LTDA,CAIXA FIF ACOES CONSUMO RESP LTDA,26/04/2012,"1,12496700","-0,451","-1,99","-3,34","-1,49","58,134",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-consumo,10.577.512/0001-79,5567,Arrojado,1.6,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5567.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5567.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5567.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5567.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5567.pdf
ACOES,CAIXA FIF ACOES SUSTENTABILIDADE EMPRESARIAL ISE - IS RESP LTDA,CAIXA FIF ACOES SUSTENTABILIDADE EMPRESARIAL ISE - IS RESP LTDA,05/11/2007,"1,72984000","-0,515","-6,85","1,48","10,25","2,156",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-ise,08.070.838/0001-63,5395,Arrojado,0.8,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5395.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5395.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5395.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5395.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5395.pdf
ACOES,CAIXA FIF ACOES PETROBRAS PLUS RESP LTDA,CAIXA FIF ACOES PETROBRAS PLUS RESP LTDA,28/06/2019,"4,64360100","-1,608","-12,06","47,45","51,59","78,943",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fia-caixa-petrobras-plus/Paginas/default.aspx,30.068.205/0001-70,6420,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6420.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6420.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6420.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6420.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6420.pdf
ACOES,CAIXA FIC FIF AÇÕES IBOVESPA RESP LTDA,CAIXA FIC FIF ACOES IBOVESPA RESP LTDA,15/01/1997,"8,75893800","-0,465","-6,12","8,18","23,52","91,453",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-ibovespa,01.525.057/0001-77,53,Arrojado,2.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0053.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0053.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0053.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_0053.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_53.pdf
ACOES,CAIXA FIC FIF AÇÕES MULTIGESTOR RESP LTDA,CAIXA FIC FIF ACOES MULTIGESTOR RESP LTDA,25/06/2019,"1,29144100","-0,040","-5,42","0,33","10,22","292,507",PF,PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fic-fia-multigestor/Paginas/default.aspx,30.068.224/0001-04,6421,Arrojado,1.5,0.01,D+23 (du),D+25 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6421.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6421.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6421.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6421.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6421.pdf
ACOES,CAIXA FIF AÇÕES CONSTRUÇÃO CIVIL RESP LTDA,CAIXA FIF ACOES CONSTRUCAO CIVIL RESP LTDA,22/06/2009,"1,86617000","-0,768","-2,75","-1,85","16,91","115,190",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-construcao-civil,10.551.375/0001-01,5397,Arrojado,2.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5397.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5397.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5397.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5397.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5397.pdf
ACOES,CAIXA FIF AÇÕES INFRAESTRUTURA RESP LTDA,CAIXA FIF ACOES INFRAESTRUTURA RESP LTDA,19/04/2010,"2,91876600","-1,082","-9,35","7,09","17,76","128,390",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-infraestrutura,10.551.382/0001-03,5398,Arrojado,2.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5398.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5398.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5398.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5398.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5398.pdf
