Categoria,Fundo,Fundo_norm,Data Inicio,Cota (R$),Variacao Dia (%),Acum. Mes (%),Acum. Ano (%),Acum. 12M (%),PL (milhoes R$),Perfil,Perfis,URL,CNPJ,codfundo,Perfil de Risco,Taxa Adm (%),Aplicacao Minima (R$),Conversao Resgate,Pagamento Resgate,doc_lamina,doc_regulamento,doc_inf_comp,doc_comunicado,doc_carta,doc_boletim
MULTIMERCADO,CAIXA FIF INDEXA SHORT DOLAR MM LP RESP LTDA,CAIXA FIF INDEXA SHORT DOLAR MM LP RESP LTDA,26/10/2020,"2.378,94993300","-1,337","-1,80","15,81","32,54","12,842",PF,GOV | PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fi-indexa-short-dolar-mult-lp/Paginas/default.aspx,29.157.511/0001-01,6446,Moderado,0.8,0.01,D+1 (du),D+01 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6446.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6446.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6446.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6446.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6446.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6446.pdf
MULTIMERCADO,CAIXA CARTEIRA QUANT DUO FIC FIF MM LP RESP LTDA,CAIXA CARTEIRA QUANT DUO FIC FIF MM LP RESP LTDA,07/04/2026,-,-,-,-,-,-,PF,PF | PJ,,65.795.043/0001-56,7990,Arrojado,0.8,0.01,D+8 (du),D+10 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7990.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7990.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7990.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7990.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7990.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7990.pdf
MULTIMERCADO,CAIXA FIC FIF FOF SMART LONG SHORT LP RESP LTDA,CAIXA FIC FIF FOF SMART LONG SHORT LP RESP LTDA,18/07/2023,"1,24669600","-0,005","-0,38","2,07","9,53","6,290",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-fof-smart-long-short-mm/Paginas/default.aspx,51.408.738/0001-23,7877,Moderado,1.0,0.01,D+24 (du),D+26 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7877.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7877.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7877.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7877.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7877.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7877.pdf
MULTIMERCADO,CAIXA FIC LONG BIAS MM,CAIXA FIC LONG BIAS MM,01/04/2024,"1,12185300","0,295","-1,43","-3,24","13,17","3,398",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-fof-smart-long-bias-mm/Paginas/default.aspx,54.439.846/0001-51,6950,Moderado,2.0,0.01,D+13 (du),D+15 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6950.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6950.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6950.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6950.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6950.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6950.pdf
MULTIMERCADO,CAIXA CARTEIRA QUANT QUALI FIC FIF MM LP RESP LTDA,CAIXA CARTEIRA QUANT QUALI FIC FIF MM LP RESP LTDA,07/04/2026,-,-,-,-,-,-,PF,PF | PJ,,65.795.384/0001-21,7991,Agressivo,0.8,0.01,D+14 (du),D+16 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7991.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7991.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7991.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7991.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7991.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7991.pdf
MULTIMERCADO,CAIXA FIC FIF FOF SMART LONG BIAS MM RESP LTDA,CAIXA FIC FIF FOF SMART LONG BIAS MM RESP LTDA,18/07/2023,"1,40622600","-0,004","-0,99","3,01","15,87","11,680",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-fof-smart-long-bias-mm/Paginas/default.aspx,51.408.950/0001-90,7876,Moderado,1.0,0.01,D+24 (du),D+26 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7876.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7876.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7876.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7876.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7876.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7876.pdf
MULTIMERCADO,CAIXA CARTEIRA QUANT UNO FIC FIF MM LP RESP LTDA,CAIXA CARTEIRA QUANT UNO FIC FIF MM LP RESP LTDA,07/04/2026,-,-,-,-,-,-,PF,PF | PJ,,65.794.476/0001-97,7992,Moderado,0.8,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7992.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7992.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7992.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7992.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7992.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7992.pdf
MULTIMERCADO,CAIXA FIF INDEXA EURO MM LONGO PRAZO RESP LTDA,CAIXA FIF INDEXA EURO MM LONGO PRAZO RESP LTDA,01/04/2024,"1,12066400","0,752","0,91","-7,05","-5,55","3,719",PF,GOV | PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-euro-multimercado-longo-prazo/Paginas/default.aspx,54.483.566/0001-40,7910,Arrojado,0.8,0.01,D+1 (du),D+03 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_7910.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7910.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7910.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_7910.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7910.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7910.pdf
MULTIMERCADO,CAIXA FIC FIF ESTRATÉGICO MULTIMERCADO LP RESP LTDA,CAIXA FIC FIF ESTRATEGICO MULTIMERCADO LP RESP LTDA,10/04/2006,"5,27916717","-0,459","-1,08","2,88","11,43","32,513",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-estrategico-multimercado-longo-prazo,03.737.200/0001-10,5490,Moderado,1.2,0.01,D+0 (du),D+01 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5490.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5490.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5490.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5490.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5490.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5490.pdf
MULTIMERCADO,CAIXA FIF INDEXA OURO MULTIMERCADO LP RESP LTDA,CAIXA FIF INDEXA OURO MULTIMERCADO LP RESP LTDA,15/02/2013,"4,53442600","-2,272","-4,77","2,05","36,24","595,379",PF,PF | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-ouro-multimercado-longo-prazo,16.916.060/0001-99,5902,Moderado,0.8,0.01,D+1 (du),D+02 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5902.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5902.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5902.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5902.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5902.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5902.pdf
MULTIMERCADO,CAIXA FIC FIF FOF SMART MULTIESTRATEGIA MM RESP LTDA,CAIXA FIC FIF FOF SMART MULTIESTRATEGIA MM RESP LTDA,09/06/2014,"2,84954000","-0,002","-0,47","2,02","9,78","74,015",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-multigestor,18.007.710/0001-09,5954,Moderado,1.5,0.01,D+24 (du),D+26 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5954.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5954.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5954.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5954.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5954.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5954.pdf
MULTIMERCADO,CAIXA FIC FIF HEDGE MULTIMERCADO LONGO PRAZO RESP LTDA,CAIXA FIC FIF HEDGE MULTIMERCADO LONGO PRAZO RESP LTDA,26/10/2020,"1.690,07675400","0,876","1,58","7,27","13,54","29,403",PF,GOV | PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-hedge-multimercado-lp/Paginas/default.aspx,30.068.135/0001-50,6399,Moderado,1.0,0.01,D+1 (du),D+01 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6399.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6399.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6399.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6399.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6399.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6399.pdf
MULTIMERCADO,CAIXA FIF INDEXA BOLSA AMERICANA MM LP RESP LTDA,CAIXA FIF INDEXA BOLSA AMERICANA MM LP RESP LTDA,16/10/2018,"3,73712300","-2,206","-2,39","11,09","35,70","2.336,608",PF,GOV | PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-bolsa-americana-multimercado-lp,30.036.235/0001-02,6999,Moderado,0.8,0.01,D+0 (du),D+01 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6999.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6999.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6999.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6999.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6999.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6999.pdf
MULTIMERCADO,CAIXA FIC FIF JUROS E MOEDAS MM PLUS LP RESP LTDA,CAIXA FIC FIF JUROS E MOEDAS MM PLUS LP RESP LTDA,05/03/2018,"1,90173800","-0,101","-0,15","4,61","12,65","22,001",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-juros-e-moedas-multimercado-plus-lp/,29.157.485/0001-03,6353,Moderado,1.0,0.01,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6353.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6353.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6353.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6353.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6353.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6353.pdf
MULTIMERCADO,CAIXA FIC FIF FUNCIONARIOS ESTRATEGIA LIVRE MULTIMERCADO LP RESP LTDA,CAIXA FIC FIF FUNCIONARIOS ESTRATEGIA LIVRE MULTIMERCADO LP RESP LTDA,06/07/2020,"1.639,31443100","-0,498","-1,14","3,65","12,59","14,409",PF,PF,,35.536.472/0001-48,6479,Moderado,0.6,0.01,D+13 (du),D+15 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6479.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6479.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6479.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6479.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6479.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6479.pdf
MULTIMERCADO,CAIXA HASHDEX NASDAQ CRYPTO INDEX FIC FIF MM RESP LTDA,CAIXA HASHDEX NASDAQ CRYPTO INDEX FIC FIF MM RESP LTDA,07/10/2025,"0,47232991","-0,004","-10,35","-34,58","0,00","3,829",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-hashdex-nasdaq-crypto-fic-fif-mm,62.769.135/0001-73,7980,Agressivo,0.7,100.0,D+3 (du),D+08 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7980.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7980.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7980.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_7980.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7980.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7980.pdf
MULTIMERCADO,CAIXA CAPITAL PROTEGIDO IBOVESPA CÍCLICO I FIC FIF MM,CAIXA CAPITAL PROTEGIDO IBOVESPA CICLICO I FIC FIF MM,08/11/2011,"3,25058800","-0,723","-0,89","2,02","9,54","154,820",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-capital-protegido-ibovespa-ciclico-1-multimercado,14.239.659/0001-00,5475,Conservador,1.6,5000.0,D+1 (du),D+03 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5475.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5475.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5475.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5475.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5475.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5475.pdf
MULTIMERCADO,CAIXA CAPITAL PROTEGIDO CÍCLICO III FIC FIF MM LP - RESP LTDA,CAIXA CAPITAL PROTEGIDO CICLICO III FIC FIF MM LP - RESP LTDA,10/01/2022,"1,52730100","-0,497","-1,41","2,28","19,61","14,388",PF,PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-capital-protegido-ciclico-iii-multimercado-lp/Paginas/default.aspx,44.683.343/0001-73,6608,Conservador,0.9,5000.0,D+0 (du),D+02 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6608.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6608.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6608.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6608.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6608.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6608.pdf
MULTIMERCADO,CAIXA FIC FIF CAPITAL PROTEGIDO CESTA AGRO MM,CAIXA FIC FIF CAPITAL PROTEGIDO CESTA AGRO MM,04/07/2022,"1,37918400","0,596","0,38","1,69","8,12","70,676",PF,GOV | PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa_fic_fim_cap_protegido_cesta_agro/Paginas/default.aspx,42.229.068/0001-97,6621,Conservador,0.9,5000.0,D+0 (du),D+02 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6621.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6621.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6621.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6621.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6621.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6621.pdf
MULTIMERCADO,CAIXA FIC FIM CAPITAL PROTEGIDO CICLICO II LP - RL,CAIXA FIC FIM CAPITAL PROTEGIDO CICLICO II LP - RL,18/07/2022,"1,48958900","-0,147","-0,83","3,00","15,34","193,141",PF,GOV | PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-fim-cap-protegido-ciclico-ii,45.443.651/0001-94,6623,Conservador,0.9,5000.0,D+0 (du),D+02 (du),http://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6623.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6623.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6623.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6623.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6623.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6623.pdf
MULTIMERCADO,CAIXA FIC FIF EXPERT SPX NIMITZ MULTIMERCADO RESP LTDA,CAIXA FIC FIF EXPERT SPX NIMITZ MULTIMERCADO RESP LTDA,04/05/2020,"1,78397600","-0,001","0,19","0,98","10,46","175,770",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-caixa-expert-spxmm/Paginas/default.aspx,34.660.453/0001-66,6475,Moderado,2.0,10000.0,D+22 (du),D+24 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6475.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6475.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6475.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6475.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6475.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6475.pdf
MULTIMERCADO,CAIXA FIC FIF ALOCAÇÃO MACRO MM LONGO PRAZO RESP LTDA,CAIXA FIC FIF ALOCACAO MACRO MM LONGO PRAZO RESP LTDA,01/02/2007,"5,57302000","-0,378","-0,71","4,59","13,54","891,425",PF,PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-alocacao-macro-multimercado-longo-prazo/,08.070.841/0001-87,5492,Moderado,0.5,10000.0,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5492.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5492.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5492.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5492.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5492.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5492.pdf
MULTIMERCADO,CAIXA FIC FIF JUROS E MOEDAS MM LP RESP LTDA,CAIXA FIC FIF JUROS E MOEDAS MM LP RESP LTDA,28/06/2012,"3,64428300","-0,100","-0,15","4,77","13,06","743,871",PF,PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-juros-moedas-multimercado-longo-prazo,14.120.520/0001-42,5582,Moderado,0.7,10000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5582.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5582.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5582.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5582.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5582.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5582.pdf
MULTIMERCADO,FIC FIF CAIXA EXPERT BTG PACTUAL X10 MM LP RESP LTDA,FIC FIF CAIXA EXPERT BTG PACTUAL X10 MM LP RESP LTDA,21/03/2013,"6,79230200","-0,003","-0,67","5,61","16,05","128,364",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/btg-pactual-x10-multimercado-longo-prazo/,17.433.039/0001-03,5911,Moderado,1.0,10000.0,D+8 (du),D+10 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5911.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5911.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5911.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5911.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5911.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5911.pdf
MULTIMERCADO,CAIXA FIC FIF EXPERT PIMCO INCOME IE MM LP RESP LTDA,CAIXA FIC FIF EXPERT PIMCO INCOME IE MM LP RESP LTDA,21/08/2023,"1,42461900","-0,003","-0,14","3,40","15,48","282,198",PF,PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-expert-pimco-income-ie-fic-multimercado/Paginas/default.aspx,51.659.921/0001-00,7875,Arrojado,0.93,10000.0,D+3 (du),D+08 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7875.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7875.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7875.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7875.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7875.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7875.pdf
MULTIMERCADO,CAIXA EXPERT GIANT ZARATHUSTRA FIC MULTIMERCADO - RESP LTDA,CAIXA EXPERT GIANT ZARATHUSTRA FIC MULTIMERCADO - RESP LTDA,12/02/2021,"1,33656200","-0,001","1,02","4,13","3,43","13,053",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/expert-giant-zarathustra-fic-multimercado,40.209.061/0001-88,6535,Moderado,0.4,10000.0,D+22 (du),D+25 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6535.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6535.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6535.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6535.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6535.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6535.pdf
CAMBIAL,CAIXA FIC FIF INDEXA DOLAR CAMBIAL RESP LTDA,CAIXA FIC FIF INDEXA DOLAR CAMBIAL RESP LTDA,27/06/2005,"3,84067800","1,432","2,19","-4,45","-3,60","97,648",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/cambiais/fic-cambial-dolar/Paginas/default.aspx,05.114.733/0001-70,5403,Moderado,0.8,0.01,D+1 (du),D+01 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5403.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5403.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5403.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5403.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5403.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5403.pdf
