Categoria,Fundo,Fundo_norm,Data Inicio,Cota (R$),Variacao Dia (%),Acum. Mes (%),Acum. Ano (%),Acum. 12M (%),PL (milhoes R$),Perfil,Perfis,URL,CNPJ,codfundo,Perfil de Risco,Taxa Adm (%),Aplicacao Minima (R$),Conversao Resgate,Pagamento Resgate,doc_lamina,doc_regulamento,doc_inf_comp,doc_comunicado,doc_carta
ACOES,CAIXA FIF ACOES SEGURIDADE RESP LTDA,CAIXA FIF ACOES SEGURIDADE RESP LTDA,03/05/2021,"2,64343000","-0,114","-1,77","9,12","23,71","439,491",PF,GOV | PF | PJ,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fia-caixa-seguridade/Paginas/default.aspx,30.068.049/0001-47,6499,Arrojado,0.2,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6499.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6499.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6499.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6499.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6499.pdf
ACOES,CAIXA FIF AÇÕES IBRX ATIVO RESP LTDA,CAIXA FIF ACOES IBRX ATIVO RESP LTDA,12/09/2005,"4,83614700","-0,266","-5,94","7,76","25,63","23,391",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-ibrx-ativo,05.164.370/0001-88,5392,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5392.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5392.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5392.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5392.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5392.pdf
ACOES,CAIXA FIF ACOES INDEXA SETOR FINANCEIRO RESP LTDA,CAIXA FIF ACOES INDEXA SETOR FINANCEIRO RESP LTDA,26/01/2021,"1.510,08429300","-0,797","-6,85","3,76","14,79","30,245",PF,GOV | PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/caixa-fia-indexa-setor-financeiro/Paginas/default.aspx,40.209.029/0001-00,6530,Arrojado,0.8,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6530.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6530.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6530.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6530.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6530.pdf
ACOES,CAIXA FIC FIF ACOES DIVIDENDOS QUANTITATIVO RESP LTDA,CAIXA FIC FIF ACOES DIVIDENDOS QUANTITATIVO RESP LTDA,02/09/2021,"1,95601800","-0,376","-4,57","-3,85","9,19","1,791",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fic-fia-dividendos-quantitativo/Paginas/default.aspx,42.120.405/0001-03,6591,Arrojado,2.0,0.01,D+13 (du),D+15 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6591.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6591.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6591.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6591.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6591.pdf
ACOES,CAIXA FIF ACOES INDEXA PIBB IBRX 50 RESP LTDA,CAIXA FIF ACOES INDEXA PIBB IBRX 50 RESP LTDA,12/09/2005,"5,88765100","-0,711","-6,88","9,44","26,78","43,700",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-pibb-sem-opcao-de-venda,05.164.361/0001-97,5393,Arrojado,0.8,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5393.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5393.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5393.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5393.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5393.pdf
ACOES,CAIXA FIF ACOES IBOVESPA ATIVO RESP LTDA,CAIXA FIF ACOES IBOVESPA ATIVO RESP LTDA,01/02/2007,"2,23637400","-0,181","-4,87","6,58","23,93","35,919",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-ibovespa-ativo,08.046.355/0001-23,5394,Arrojado,2.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5394.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5394.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5394.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5394.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5394.pdf
ACOES,CAIXA FIF AÇÕES PETROBRÁS RESP LTDA,CAIXA FIF ACOES PETROBRAS RESP LTDA,10/07/2000,"42,56626500","-1,160","-13,08","45,80","51,82","849,780",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fi-acoes-petrobras,03.914.671/0001-56,48,Arrojado,1.5,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0048.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0048.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0048.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_0048.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_48.pdf
ACOES,CAIXA FIF ACOES INDEXA IAGRO RESP LTDA,CAIXA FIF ACOES INDEXA IAGRO RESP LTDA,14/06/2022,"0,86880900","-0,872","-5,45","-9,74","-18,74","2,939",PF,PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fia-caixa-indexa-iagro/Paginas/default.aspx,45.443.601/0001-07,6620,Arrojado,0.8,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6620.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6620.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6620.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6620.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6620.pdf
ACOES,CAIXA FIC FIF ACOES COMPROMISSO BDR NIVEL I RESP LTDA,CAIXA FIC FIF ACOES COMPROMISSO BDR NIVEL I RESP LTDA,05/11/2021,"1,20192300","-0,452","0,38","-0,67","13,51","3,868",PF,PF | PJ | RPPS,http://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/FIA-Institucional-BDR-nivel-I/Paginas/default.aspx,43.760.251/0001-87,6593,Arrojado,1.0,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6593.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6593.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6593.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6593.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6593.pdf
ACOES,CAIXA SEGURIDADE II FIF ACOES - RESP LTDA,CAIXA SEGURIDADE II FIF ACOES - RESP LTDA,24/03/2025,"1,30594200","-0,115","-1,78","9,06","23,53","19,415",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fia-caixa-seguridade/Paginas/default.aspx,59.815.671/0001-53,7971,Arrojado,0.2,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7971.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7971.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7971.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_7971.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7971.pdf
ACOES,CAIXA FIF ACOES ELETROBRAS RESP LTDA,CAIXA FIF ACOES ELETROBRAS RESP LTDA,30/05/2022,"1,78540400","0,221","-14,98","3,86","69,16","275,870",PF,PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/fia-caixa-eletrobras/Paginas/default.aspx,45.443.475/0001-90,6602,Arrojado,0.45,0.01,D+1 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6602.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6602.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6602.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6602.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6602.pdf
ACOES,CAIXA FIC ACOES EXPERT VERDE AM LONG BIAS - RESP LTDA,CAIXA FIC ACOES EXPERT VERDE AM LONG BIAS - RESP LTDA,05/10/2020,"1.004,38746200","-0,003","-6,13","2,45","16,59","7,923",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/CAIXA-Expert-Verde-Am-Long-Bias-FIC-Acoes/Paginas/default.aspx,30.068.071/0001-97,6994,Arrojado,0.7,10000.0,D+22 (du),D+24 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6994.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6994.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6994.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6994.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6994.pdf
ACOES,CAIXA EXPERT CLARITAS VALOR FIC FIF AÇÕES - RESP LTDA,CAIXA EXPERT CLARITAS VALOR FIC FIF ACOES - RESP LTDA,19/10/2020,"1.508,88063300","-0,003","-6,20","0,87","11,15","21,944",PF,GOV | PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-acoes/caixa-expert-claritas-valor-fic-acoes/Paginas/default.aspx,30.068.060/0001-07,6397,Arrojado,0.6,10000.0,D+23 (du),D+25 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6397.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6397.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6397.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6397.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6397.pdf
FUNDO DE INDICE,CAIXA ETF IBOVESPA FUNDO DE ÍNDICE RESP LTDA,CAIXA ETF IBOVESPA FUNDO DE INDICE RESP LTDA,12/11/2012,"170,78522583","-0,381","-6,44","8,38","25,51","42,698",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/fundos-de-indices/etf-ibovespa-fundo-de-indice/,,,,,,,,,,,,
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS ELETROBRAS MIGRACAO,CAIXA FMP-FGTS ELETROBRAS MIGRACAO,09/06/2022,"1,82459800","0,244","-14,96","3,92","69,48","4,992",PF,PF,https://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-eletrobras-migracao,45.443.366/0001-73,6601,Arrojado,0.2,200.0,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6601.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6601.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6601.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6601.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6601.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS ELETROBRAS RESP LTDA,CAIXA FMP-FGTS ELETROBRAS RESP LTDA,14/06/2022,"1,77919100","0,245","-15,03","3,93","69,51","1.624,495",PF,PF,https://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-eletrobras,45.160.183/0001-40,6600,Arrojado,0.2,200.0,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6600.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6600.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6600.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6600.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6600.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS PETROBRÁS IV RESP LTDA,CAIXA FMP-FGTS PETROBRAS IV RESP LTDA,17/08/2000,"47,35253200","-1,157","-13,05","46,20","52,70","684,781",PF,PF,https://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-petrobas-4,03.555.959/0001-81,5204,Arrojado,0.95,300.0,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5204.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5204.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5204.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5204.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5204.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS VALE RIO DOCE II RESP LTDA,CAIXA FMP-FGTS VALE RIO DOCE II RESP LTDA,27/03/2002,"44,03307600","0,604","3,30","15,28","67,09","796,429",PF,PF,http://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-vale-do-rio-doce-2,04.885.824/0001-47,5206,Arrojado,1.4,10000.0,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5206.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5206.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5206.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5206.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5206.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS CL ABSOLUTO RESP LTDA,CAIXA FMP-FGTS CL ABSOLUTO RESP LTDA,24/08/2001,"16,61026700","-0,475","-6,33","-1,51","14,41","114,692",PF,PF,https://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-cl-absoluto,04.602.186/0001-00,5251,Arrojado,1.9,0.01,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5251.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5251.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5251.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5251.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5251.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS VALE RIO DOCE MIGRAÇÃO RESP LTDA,CAIXA FMP-FGTS VALE RIO DOCE MIGRACAO RESP LTDA,26/02/2002,"36,91807100","0,601","3,24","15,05","65,89","12,066",PF,PF,http://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-vale-do-rio-doce-migracao,04.885.832/0001-93,5253,Arrojado,1.9,0.01,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5253.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5253.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5253.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5253.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5253.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS PETROBRÁS II RESP LTDA,CAIXA FMP-FGTS PETROBRAS II RESP LTDA,17/08/2000,"41,83855800","-1,159","-13,08","45,93","51,99","592,734",PF,PF,http://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-petrobas-2,03.915.910/0001-92,5202,Arrojado,1.4,0.01,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5202.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5202.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5202.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5202.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5202.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS VALE RIO DOCE I RESP LTDA,CAIXA FMP-FGTS VALE RIO DOCE I RESP LTDA,27/03/2002,"37,91258700","0,602","3,26","15,05","66,20","477,436",PF,PF,http://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-vale-do-rio-doce-2,04.885.824/0001-47,5206,Arrojado,1.4,10000.0,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5206.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5206.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5206.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5206.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5206.pdf
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS PETROBRÁS III RESP LTDA,CAIXA FMP-FGTS PETROBRAS III RESP LTDA,17/08/2000,"44,48709800","-1,157","-13,06","46,09","52,34","682,046",PF,PF,http://www.caixa.gov.br/fundos-investimento/mutuos-privatizacao/fmp-fgts-petrobas-3,03.915.903/0001-90,5203,Arrojado,1.2,10000.0,D+1 (du),D+05 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5203.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5203.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5203.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5203.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5203.pdf
RENDA FIXA SIMPLES,CAIXA AZULZINHA FIC FIF RF SIMPLES - RESP LTDA,CAIXA AZULZINHA FIC FIF RF SIMPLES - RESP LTDA,13/06/2025,"1,12232800","0,046","0,89","4,89","0,00","54,437",PJ,PJ,http://site.extra.caixa.gov.br/fundos-investimento/fundo-simples/fic-azulzinha-rf-simples/Paginas/default.aspx,61.160.298/0001-91,7972,Conservador,1.3,0.01,D+0 (du),D+00 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7972.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7972.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7972.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7972.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7972.pdf
RENDA FIXA SIMPLES,CAIXA FIC FIF AMETISTA CORP RF SIMPLES RESP LTDA,CAIXA FIC FIF AMETISTA CORP RF SIMPLES RESP LTDA,12/07/2023,"1,35446400","0,047","0,90","4,95","13,04","215,161",PJ,PJ,https://www.caixa.gov.br/fundos-investimento/fundo-simples/fic-ametista-corporativo-rf-simples/Paginas/default.aspx,,,,,,,,,,,,
RENDA FIXA,CAIXA FIC FIF EQUILIBRIO MPE RF LP RESP LTDA,CAIXA FIC FIF EQUILIBRIO MPE RF LP RESP LTDA,05/07/2006,"5,87296400","0,054","1,00","5,28","13,97","41,523",PJ,PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/caixa-equilibrio-mpe-rf-lp/,07.986.172/0001-25,5405,Moderado,1.0,1000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5405.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5405.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5405.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5405.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5405.pdf
RENDA FIXA,CAIXA FIF SAUDE SUPLEMENTAR ANS RF LP - RESP LTDA,CAIXA FIF SAUDE SUPLEMENTAR ANS RF LP - RESP LTDA,15/07/2008,"5,11151700","0,052","0,99","5,52","14,51","790,803",PJ,PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fi-saude-suplementar-anf-rf,09.181.268/0001-41,5080,Conservador,0.35,1000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5080.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5080.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5080.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5080.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5080.pdf
RENDA FIXA,CAIXA FIC FIF TITULO PUBLICO MPE RF LP RESP LTDA,CAIXA FIC FIF TITULO PUBLICO MPE RF LP RESP LTDA,05/10/2012,"3,21124000","0,052","0,97","5,36","13,84","18,724",PJ,PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/caixa-fic-tp-mpe-rf-lp/,15.154.429/0001-00,5833,Conservador,0.5,1000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5833.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5833.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5833.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5833.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5833.pdf
RENDA FIXA,CAIXA FIC FIF PATRIMONIO IND.DE PRECOS RF LP RESP LTDA,CAIXA FIC FIF PATRIMONIO IND.DE PRECOS RF LP RESP LTDA,03/01/2000,"23,75723300","0,011","0,95","6,11","11,89","94,994",PJ,PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-patrimonio-indice-precos-rf-longo-prazo,03.191.874/0001-61,46,Moderado,0.3,100000.0,D+3 (du),D+03 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0046.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0046.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0046.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_46.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_46.pdf
RENDA FIXA,CAIXA GIRO EMPRESAS FIC FIF RF REF DI LP RESP LTDA,CAIXA GIRO EMPRESAS FIC FIF RF REF DI LP RESP LTDA,27/03/2013,"3,26577600","0,051","0,98","5,41","14,27","7.700,396",PJ,PJ,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-giro-empresas-ref-di-longo-prazo/Paginas/default.aspx,16.916.063/0001-22,5901,Conservador,0.4,500000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5901.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5901.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5901.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5901.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5901.pdf
RENDA FIXA,CAIXA FIF DIAMANTE CORP RF CRED PRIV LP - RESP LTDA,CAIXA FIF DIAMANTE CORP RF CRED PRIV LP - RESP LTDA,06/11/2019,"1.881,61004800","0,058","1,10","5,70","15,13","15.857,627",PJ,PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/empresa/renda-fixa/credito-privado/caixa-fi-diamante-corporativo-rf-cred-priv-lp,29.157.520/0001-94,6445,Conservador,0.12,1000000.0,D+0 (du),D+00 (du),https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6445.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6445.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6445.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6445.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6445.pdf
